201710;001;00;0000;SS  ;000  ;000;17790;C  ;SFAMREG Holding Course        ;L  ;M  ;0050;0000;0050;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0000                                                                      
201710;001;AS;ART ;ARTE;559  ;000;17057;A  ;Teaching Art Multiple Perspect;ST ;WC5;0015;0003;0012;11/19/2016;11/19/2016;12:00 pm;04:00 pm; ; ; ; ; ;S; ;FORD  ;210       ;McComb,Camilla L         ;0009;0003                                                                      
201710;001;AS;ART ;ARTE;559  ;000;17057;A  ;Teaching Art Multiple Perspect;ST ;WC5;0015;0003;0012;11/12/2016;11/12/2016;12:00 pm;04:00 pm; ; ; ; ; ;S; ;FORD  ;210       ;McComb,Camilla L         ;0009;0003                                                                      
201710;001;AS;ART ;ARTE;559  ;000;17057;A  ;Teaching Art Multiple Perspect;ST ;WC5;0015;0003;0012;09/10/2016;09/10/2016;12:00 pm;04:00 pm; ; ; ; ; ;S; ;FORD  ;210       ;McComb,Camilla L         ;0009;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;000;13731;C  ;Art Appreciation              ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;000;16808;A  ;Art Appreciation              ;L  ;M1 ;0050;0045;0005;09/07/2016;12/20/2016;12:30 pm;01:45 pm; ;T; ;R; ; ; ;FORD  ;107       ;NOT ASSIGNED             ;0135;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;001;13897;C  ;Art Appreciation              ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;002;13898;A  ;Art Appreciation              ;L  ;M1 ;0050;0005;0045;09/07/2016;12/20/2016;05:30 pm;06:45 pm; ;T; ;R; ; ; ;FORD  ;107       ;NOT ASSIGNED             ;0015;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;003;16807;A  ;Art Appreciation              ;L  ;M1 ;0050;0023;0027;09/07/2016;12/20/2016;09:30 am;10:45 am;M; ;W; ; ; ; ;FORD  ;107       ;NOT ASSIGNED             ;0069;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;004;16810;A  ;Art Appreciation              ;L  ;M1 ;0050;0017;0033;09/07/2016;12/20/2016;03:30 pm;04:45 pm; ;T; ;R; ; ; ;FORD  ;107       ;NOT ASSIGNED             ;0051;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;009;12836;A  ;Art Appreciation              ;L  ;M1 ;0050;0000;0050;09/07/2016;12/20/2016;09:00 am;11:50 am; ; ; ; ;F; ; ;FORD  ;107       ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;010;12808;C  ;Art Appreciation              ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;020;13307;A  ;Art Appreciation              ;L  ;M1 ;0050;0007;0043;09/07/2016;12/20/2016;05:30 pm;08:20 pm;M; ; ; ; ; ; ;FORD  ;107       ;NOT ASSIGNED             ;0021;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;030;13706;H  ;Art Appreciation              ;L  ;M1 ;0020;0020;0000;09/07/2016;12/20/2016;11:00 am;12:15 pm; ;T; ;R; ; ; ;FORD  ;210       ;NOT ASSIGNED             ;0060;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;031;17050;A  ;Art Appreciation              ;DEO;WW1;0050;0050;0000;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Potter,Alan              ;0150;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;032;17051;A  ;Art Appreciation              ;DEO;WW1;0050;0050;0000;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Potter,Alan              ;0150;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;033;17052;A  ;Art Appreciation              ;DEO;WW1;0050;0050;0000;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Potter,Alan              ;0150;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;034;17053;A  ;Art Appreciation              ;DEO;WW1;0050;0011;0039;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Potter,Alan              ;0033;0003                                                                      
201710;001;AS;ART ;ARTH;100  ;035;17054;A  ;Art Appreciation              ;DEO;WW1;0050;0003;0047;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Potter,Alan              ;0009;0003                                                                      
201710;001;AS;ART ;ARTH;161  ;000;17055;A  ;Survey of Non-Western Art     ;DEO;WW1;0050;0029;0021;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Suchan,Thomas            ;0087;0003                                                                      
201710;001;AS;ART ;ARTH;161  ;001;17056;A  ;Survey of Non-Western Art     ;DEO;WW1;0050;0008;0042;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Suchan,Thomas            ;0024;0003                                                                      
201710;001;AS;ART ;ARTH;162  ;002;16731;C  ;Survey of Western Art I       ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;162  ;003;13873;A  ;Survey of Western Art I       ;L  ;M1 ;0100;0043;0057;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Suchan,Thomas            ;0129;0003                                                                      
201710;001;AS;ART ;ARTH;165  ;001;13877;C  ;Postmodern & Contmp Art       ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;165  ;002;16861;A  ;Postmodern & Contmp Art       ;L  ;M1 ;0050;0021;0029;09/07/2016;12/20/2016;11:00 am;12:15 pm;M; ;W; ; ; ; ;FORD  ;107       ;Fay,Brendan A            ;0063;0003                                                                      
201710;001;AS;ART ;ARTH;165  ;003;13878;C  ;Postmodern & Contmp Art       ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;165  ;004;16864;A  ;Postmodern & Contmp Art       ;L  ;M1 ;0050;0014;0036;09/07/2016;12/20/2016;02:00 pm;03:15 pm;M; ;W; ; ; ; ;FORD  ;107       ;Fay,Brendan A            ;0042;0003                                                                      
201710;004;AS;ART ;ARTH;177  ;000;17570;A  ;New York Arts Venture         ;L  ;OC1;0025;0001;0024;11/09/2016;11/13/2016;12:00 am;12:00 am; ; ;W;R;F;S;U;OFFCMP;          ;Damron,Keith C           ;0001;0001                                                                      
201710;004;AS;ART ;ARTH;177  ;000;17570;A  ;New York Arts Venture         ;L  ;OC1;0025;0001;0024;11/09/2016;11/13/2016;12:00 am;12:00 am; ; ;W;R;F;S;U;OFFCMP;          ;Aldridge,Henry B         ;0001;0001                                                                      
201710;004;AS;ART ;ARTH;177  ;000;17570;A  ;New York Arts Venture         ;L  ;OC1;0025;0001;0024;11/09/2016;11/13/2016;12:00 am;12:00 am; ; ;W;R;F;S;U;OFFCMP;          ;Rubenfeld,Richard        ;0001;0001                                                                      
201710;001;AS;ART ;ARTH;263  ;001;13899;C  ;Survey of Western Art II      ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;263  ;002;16878;A  ;Survey of Western Art II      ;L  ;M1 ;0035;0015;0020;09/07/2016;12/20/2016;09:30 am;10:45 am; ;T; ;R; ; ; ;FORD  ;107       ;NOT ASSIGNED             ;0045;0003                                                                      
201710;001;AS;ART ;ARTH;264  ;001;16882;A  ;Survey of Western Art III     ;L  ;M1 ;0035;0022;0013;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;FORD  ;107       ;Fay,Brendan A            ;0066;0003                                                                      
201710;001;AS;ART ;ARTH;264  ;002;13879;C  ;Survey of Western Art III     ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;361W ;001;13378;A  ;Moholy, Albers and America    ;L  ;M1 ;0015;0000;0015;09/07/2016;12/20/2016;05:30 pm;08:20 pm; ; ; ;R; ; ; ;FORD  ;110       ;Fay,Brendan A            ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;369  ;001;14872;C  ;History of Renaissance Art    ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;004;AS;ART ;ARTH;378  ;000;17571;A  ;New York Arts Venture         ;L  ;OC1;0025;0002;0023;11/09/2016;11/13/2016;12:00 am;12:00 am; ; ;W;R;F;S;U;OFFCMP;          ;Rubenfeld,Richard        ;0004;0002                                                                      
201710;004;AS;ART ;ARTH;378  ;000;17571;A  ;New York Arts Venture         ;L  ;OC1;0025;0002;0023;11/09/2016;11/13/2016;12:00 am;12:00 am; ; ;W;R;F;S;U;OFFCMP;          ;Damron,Keith C           ;0004;0002                                                                      
201710;004;AS;ART ;ARTH;378  ;000;17571;A  ;New York Arts Venture         ;L  ;OC1;0025;0002;0023;11/09/2016;11/13/2016;12:00 am;12:00 am; ; ;W;R;F;S;U;OFFCMP;          ;Aldridge,Henry B         ;0004;0002                                                                      
201710;001;AS;ART ;ARTH;468  ;001;16609;A  ;Medieval Art History          ;L  ;M1 ;0015;0005;0010;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;FORD  ;110       ;Schwartz,Ellen C         ;0015;0003                                                                      
201710;001;AS;ART ;ARTH;469  ;001;16905;A  ;Baroque Art                   ;L  ;M1 ;0015;0004;0011;09/07/2016;12/20/2016;12:30 pm;01:45 pm; ;T; ;R; ; ; ;FORD  ;110       ;NOT ASSIGNED             ;0012;0003                                                                      
201710;001;AS;ART ;ARTH;472  ;001;13876;A  ;History of Amer Architecture  ;L  ;M1 ;0025;0006;0019;09/07/2016;12/20/2016;05:30 pm;08:20 pm; ; ;W; ; ; ; ;FORD  ;107       ;Schwartz,Ellen C         ;0018;0003                                                                      
201710;001;AS;ART ;ARTH;473  ;000;14863;C  ;Women in Art                  ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTH;474  ;001;13912;A  ;History of Graphic Design     ;L  ;M1 ;0035;0017;0018;09/07/2016;12/20/2016;04:00 pm;05:15 pm;M; ;W; ; ; ; ;FORD  ;107       ;Atzmon,Leslie            ;0051;0003                                                                      
201710;001;AS;ART ;ARTH;475  ;002;13875;A  ;Moholy, Albers and America    ;L  ;M1 ;0015;0007;0008;09/07/2016;12/20/2016;05:30 pm;08:20 pm; ; ; ;R; ; ; ;FORD  ;110       ;Fay,Brendan A            ;0021;0003                                                                      
201710;001;AS;ART ;ARTH;565  ;001;12858;A  ;Moholy, Albers and America    ;L  ;M5 ;0015;0009;0006;09/07/2016;12/20/2016;05:30 pm;08:20 pm; ; ; ;R; ; ; ;FORD  ;110       ;Fay,Brendan A            ;0027;0003                                                                      
201710;001;AS;ART ;ARTH;572  ;001;15537;A  ;History of Amer Architecture  ;L  ;M5 ;0010;0003;0007;09/07/2016;12/20/2016;05:30 pm;08:20 pm; ; ;W; ; ; ; ;FORD  ;107       ;Schwartz,Ellen C         ;0009;0003                                                                      
201710;001;AS;ART ;ARTH;573  ;001;15538;C  ;Women in Art                  ;L  ;M5 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;004;AS;ART ;ARTH;591  ;000;17572;A  ;New York Arts Venture         ;L  ;OC5;0025;0001;0024;11/09/2016;11/13/2016;12:00 am;12:00 am; ; ;W;R;F;S;U;OFFCMP;          ;Damron,Keith C           ;0002;0002                                                                      
201710;004;AS;ART ;ARTH;591  ;000;17572;A  ;New York Arts Venture         ;L  ;OC5;0025;0001;0024;11/09/2016;11/13/2016;12:00 am;12:00 am; ; ;W;R;F;S;U;OFFCMP;          ;Aldridge,Henry B         ;0002;0002                                                                      
201710;004;AS;ART ;ARTH;591  ;000;17572;A  ;New York Arts Venture         ;L  ;OC5;0025;0001;0024;11/09/2016;11/13/2016;12:00 am;12:00 am; ; ;W;R;F;S;U;OFFCMP;          ;Rubenfeld,Richard        ;0002;0002                                                                      
201710;001;AS;ART ;ARTH;699  ;001;16128;A  ;Independent Study             ;IST;M5 ;0005;0000;0005;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTS;101  ;001;13598;A  ;Intro to Art                  ;ST ;M1 ;0022;0015;0007;09/07/2016;12/20/2016;05:30 pm;08:20 pm; ; ;W; ; ; ; ;FORD  ;210       ;NOT ASSIGNED             ;0045;0003                                                                      
201710;001;AS;ART ;ARTS;101  ;003;16812;A  ;Intro to Art                  ;ST ;M1 ;0022;0022;0000;09/07/2016;12/20/2016;09:30 am;10:45 am; ;T; ;R; ; ; ;BRIGGS;104       ;NOT ASSIGNED             ;0066;0003                                                                      
201710;001;AS;ART ;ARTS;101  ;012;16017;C  ;Intro to Art                  ;ST ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTS;101  ;013;16813;A  ;Intro to Art                  ;ST ;M1 ;0022;0022;0000;09/07/2016;12/20/2016;11:00 am;12:15 pm; ;T; ;R; ; ; ;BRIGGS;104       ;NOT ASSIGNED             ;0066;0003                                                                      
201710;001;AS;ART ;ARTS;101  ;014;13582;A  ;Intro to Art                  ;ST ;M1 ;0022;0022;0000;09/07/2016;12/20/2016;01:30 pm;02:45 pm;M; ;W; ; ; ; ;FORD  ;210       ;NOT ASSIGNED             ;0066;0003                                                                      
201710;001;AS;ART ;ARTS;101  ;001;12837;C  ;Intro to Art                  ;ST ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ART ;ARTS;101  ;010;12840;A  ;Intro to Art                  ;ST ;M1 ;0022;0022;0000;09/07/2016;12/20/2016;04:00 pm;05:15 pm;M; ;W; ; ; ; ;BRIGGS;104       ;NOT ASSIGNED             ;0066;0003                                                                      
201710;001;AS;ART ;ARTS;101  ;011;12841;A  ;Intro to Art                  ;ST ;M1 ;0022;0020;0002;09/07/2016;12/20/2016;05:30 pm;08:20 pm;M; ; ; ; ; ; ;FORD  ;210       ;NOT ASSIGNED             ;0060;0003                                                                      
